M3FD,MI,SD,VIF,SSIM,Qabf,PSNR
mean,5.551945396558831,33.50199168203419,0.8048305543725166,0.7152748388051987,0.5700962137926855,61.28144969443454
std,0.6613181825661455,8.37095772525406,0.1265441129369253,0.08345440297553817,0.08545738207705357,2.89841885841327
00000.png,4.906642800362009,30.48089368042367,0.8381707336762569,0.7193741798400879,0.6537694557039395,62.90807905342314
00011.png,4.815276394841947,29.45961052600238,0.8327146657466916,0.7239253520965576,0.6470497462693934,63.03360910066434
00025.png,5.079739264510366,23.62590162383359,0.9557377784916687,0.769091784954071,0.6688374868995456,60.99172524547463
00031.png,5.272253648610192,26.92475862386003,0.9475341590463094,0.7643505334854126,0.6663695448049638,60.9535247452926
00033.png,4.739141509661058,29.19655602059157,0.8169033356199034,0.7332104444503784,0.6391072298870863,63.21180642889771
00042.png,5.175831474376555,25.71021780302856,0.9644421063966424,0.7479819059371948,0.6883166453262347,60.70184009416111
00061.png,5.468011249734699,28.54516449445729,0.8638933068129732,0.7836943864822388,0.6652382550411041,61.41685852067341
00071.png,5.52123886492857,28.8576153361747,0.9012571407657479,0.7844740152359009,0.6896161275351742,61.17565006256722
00082.png,4.647355930661451,25.59861049060044,0.941141852345949,0.7428860664367676,0.6576527450712967,61.69195141090221
00097.png,5.084006516594131,22.09427027469688,0.9459847410698305,0.7544898390769958,0.6630717427514228,60.43277879483546
00107.png,4.701341570169163,27.6011795750162,0.9226086877810107,0.7382919192314148,0.6756266249755084,63.03973016904812
00112.png,4.977136838037627,25.85703665157788,0.9553264956264506,0.71210116147995,0.6990258988600127,60.44386046434796
00118.png,4.572125030699269,23.85462665586332,0.9237901314864695,0.7182671427726746,0.6833118350808146,60.36209535640616
00147.png,5.234801083788389,29.35967297391809,0.9664512287043147,0.7464996576309204,0.7083187879831315,60.84259634480867
00149.png,5.140501104721753,34.07453676852531,0.9832447304208969,0.7245639562606812,0.7005355029565098,62.49647155938106
00150.png,5.176435725464287,32.87400361885196,0.9732171085277674,0.7159456014633179,0.6978131753170687,62.58720154073909
00159.png,5.006628507459999,28.32569165868167,0.944567066589725,0.7217365503311157,0.6777647968134203,62.14132521153471
00177.png,5.083812334233976,31.84980621997565,0.9421587052586895,0.7024073600769043,0.6823841453873406,62.03339937678467
00196.png,5.298837982719252,31.94490012318411,0.9581978379105295,0.674557089805603,0.7674155317650535,61.55840950080513
00202.png,5.438804950741726,28.21242200181213,0.9925830360887397,0.7046727538108826,0.728913215903015,60.35470537762193
00210.png,5.424510975843313,28.55926455280099,0.964926720940209,0.7105375528335571,0.6566689120385246,61.33472627528096
00215.png,5.267915495934398,29.02483838869018,1.02942414997938,0.699992299079895,0.6864498514986833,60.92958042278588
00232.png,4.825804537865039,28.04826917379811,0.9422143291007631,0.7270246744155884,0.6588504634556579,61.70181226293744
00242.png,5.133282850480343,29.41926656874213,0.9212773622816486,0.7654135227203369,0.626142941105297,61.57714151258732
00255.png,5.98135300049806,24.8194964815759,1.033925193745862,0.8282099366188049,0.6629858494473847,63.91254086488919
00274.png,5.876492442527777,26.04450817830892,1.027673115519598,0.8013394474983215,0.6526066306092436,63.15123183175962
00284.png,5.921755827417445,25.65657988013666,1.014639032551239,0.8072894811630249,0.6420723806232076,63.3087640368713
00290.png,5.817309466224767,25.51661450035831,1.030921129262639,0.8046998977661133,0.6462234677420229,63.14163546747569
00306.png,5.713977308976024,24.78527086179831,1.016929821586422,0.7987085580825806,0.6290585669716565,62.84190616318541
00320.png,5.879709369535451,27.36685630865829,1.021239678993942,0.7749239206314087,0.696852630159576,62.3233113171221
00325.png,6.05411271669243,47.11173726111591,0.8729360653351061,0.807426393032074,0.3933264868011928,61.74669505094925
00334.png,6.774893536529806,47.41247590132527,0.9439532248302873,0.8327060341835022,0.4655089152455257,63.00156671521578
00339.png,5.231129010635422,35.00013718351092,0.8996559721691335,0.8660579323768616,0.4746534321889505,65.03385877368089
00349.png,5.004127363937489,18.23248649085809,0.9685259582566422,0.7945703864097595,0.570755112237263,60.4456094868397
00353.png,5.003609152038821,18.02383540143787,0.9757357907133404,0.792148768901825,0.5728079446608294,60.3664643671684
00370.png,5.0016962022554,19.16280071688646,0.9746864769193667,0.7886782288551331,0.5842432487532582,60.40337420048608
00385.png,4.994587431575628,17.88177944991977,0.9699067064535675,0.7954975366592407,0.5640263413825054,60.45197978757427
00386.png,4.765805717302733,34.16005358701459,0.975160068880661,0.825830340385437,0.590210814385992,66.01238331259407
00388.png,5.065509176644854,25.11781403119565,1.009150346461548,0.8260549306869507,0.5059940400666194,63.02570140872025
00389.png,5.204756347146025,32.67853854612254,1.016289796056575,0.8277246952056885,0.5703771673865419,64.68914275742057
00390.png,4.973336800252589,37.29731902577472,0.998569712094383,0.834576427936554,0.5903847064975718,65.46270554443905
00400.png,4.457337494776334,34.70045506951242,0.84726438095365,0.7889585494995117,0.5753546535888406,65.33817329243448
00405.png,4.768857177935026,33.16536578465868,0.9308931484235183,0.8078616261482239,0.6254561212015057,65.87317861287443
00409.png,5.459635421871418,35.97692357536865,0.9149554601156094,0.8196171522140503,0.5800004230731385,65.6499202180988
00419.png,5.00822875044998,39.15959183664329,0.7613321838792073,0.8222706317901611,0.4488748183247116,65.68487101956367
00421.png,5.731246318662405,32.11216026038332,0.8468568395929763,0.7969875335693359,0.5490256845055856,64.29346165893868
00434.png,5.381085803335706,35.72516414959664,0.8999560385347339,0.814977765083313,0.5765410683646194,65.39139242140784
00441.png,5.242157743886896,37.66166325198942,0.8216962865138335,0.8491660952568054,0.4991946607731897,66.74577624362554
00443.png,5.08667304913574,40.85000788899863,0.7114279062165779,0.804649829864502,0.3180987747765642,64.48924967529453
00449.png,5.323293143622058,40.51402309951868,0.8970924756256927,0.8605163097381592,0.5027751387198397,66.45635975989885
00453.png,4.495347377680689,24.86013037690613,0.8894136151644088,0.8272251486778259,0.4952657672290339,65.77490935390057
00461.png,4.944720109927282,26.63933434068095,0.8230045995395977,0.8227418661117554,0.4757912611972226,65.12828959248165
00479.png,5.41779392011013,41.15958169569491,0.805201904727031,0.8188331127166748,0.5154862168735757,66.2155499927655
00489.png,5.386052837590519,38.65899932960845,0.8226650930628224,0.8410574197769165,0.4676457079943721,65.79419527988316
00497.png,5.224371015821196,43.20480237099421,0.8847843465241705,0.8307743072509766,0.552539719913066,65.24565081875086
00512.png,6.078257648121461,38.26009619613495,0.8847789823401391,0.7798398733139038,0.6441522687650117,66.23067394634457
00525.png,5.432808824222693,41.87063293459689,0.8744691964596787,0.8123716115951538,0.5935805639408394,66.39119973020573
00527.png,5.739012267699254,40.81567233395668,0.8884828549999552,0.8025550842285156,0.5975315924163818,65.26785726896112
00537.png,5.065882291576209,37.92239110862912,0.807530049575131,0.8367835283279419,0.5296368634997146,67.25811271731605
00555.png,4.932505293158687,35.70245828152104,0.7759520100594378,0.8167411088943481,0.5338654328185318,67.39122170120427
00572.png,5.001408599501273,34.89821042898666,0.7925538148416644,0.837888777256012,0.5067800983133897,67.32063630890674
00587.png,5.534600633674732,34.76610135441443,0.9193312504081675,0.8434457182884216,0.417394801172048,65.84937748747335
00606.png,5.425596556329934,38.14062820053243,0.9104287207094751,0.8358902931213379,0.465522887365014,65.08463016509776
00621.png,5.714116070980555,40.26034052925099,0.9018723938889921,0.836135745048523,0.4781831364380804,65.02542805975938
00633.png,5.333966475595306,36.20313061969457,0.9023360033131026,0.8589022755622864,0.536254301583133,67.43545614726182
00643.png,5.327851200193047,35.6734103188361,0.7514008258193813,0.8358458280563354,0.4783937226432156,64.2676075626124
00652.png,4.847790385713969,29.33175701183006,0.7531321444176357,0.8600434064865112,0.4572320152929792,66.02856679311162
00653.png,4.961215631430989,32.31251888901769,0.9300021685055022,0.8561065196990967,0.535284880107527,67.37063791831895
00661.png,5.41247316423372,37.06231555603346,0.8466233637560461,0.8343130350112915,0.4727730590282895,65.62349615463296
00671.png,5.074702637766359,30.27024277498035,0.8635889245363619,0.8351643085479736,0.5235954522861953,67.01395928638854
00676.png,4.878516225231222,27.50661763415987,0.9400217472705437,0.8339759707450867,0.5832205954648177,66.61556247684591
00677.png,4.801530402372856,34.6992859575459,0.9392887046038387,0.8264614343643188,0.5675909431812691,66.18959230129383
00687.png,5.300238335385018,38.15191374145492,0.8889462800682824,0.8330188989639282,0.5437701901968266,66.08992050512045
00697.png,5.120874909228705,33.43019780079083,0.8345935399170081,0.8541491031646729,0.5083099996206423,68.06142675799465
00712.png,5.607709779494034,26.60683646630677,0.8081706636567871,0.7862602472305298,0.5521637612962601,60.66154337240207
00716.png,4.827678988642183,12.401841156155,0.9586571125545863,0.8455259203910828,0.4944606744980453,61.32269436368076
00719.png,5.760416182548855,40.07151809577471,0.8443805462840234,0.5796090364456177,0.6476827098182621,61.45023519685037
00725.png,5.54250361384902,40.15713560955989,0.8304719216280763,0.5834615230560303,0.641119488552861,61.43141176734395
00726.png,5.566128991910558,40.20241550254889,0.8326951596335671,0.5808849334716797,0.6439433357825551,61.32559048841537
00738.png,5.719044441372274,39.63183021443538,0.7856033843743966,0.6017804145812988,0.5906294915669024,60.15938384820595
00760.png,5.761518322623237,44.72538276282552,0.8987886232618643,0.6479736566543579,0.7182090492205773,60.37617198418917
00762.png,5.603408456523223,42.12648558520419,0.8999722588561913,0.6342833638191223,0.7273281361177625,60.55370782039962
00769.png,5.655422057231087,43.41009889643097,0.9035429921436038,0.6378172039985657,0.7239848668611746,60.13838560480405
00787.png,4.572912761603295,20.74091382231978,0.8559335285644254,0.6437529921531677,0.3692073467012794,60.61948968184108
00800.png,4.637374051280725,20.14054923860848,0.8579849661576969,0.637828528881073,0.4116879610672415,60.68954596695055
00801.png,5.237522091825122,26.06016972870788,0.8342656363914802,0.6594575047492981,0.6698270862676583,60.15833841647942
00805.png,5.310318676068162,26.82296318766192,0.8281561661630503,0.6598944664001465,0.6647446250839004,60.14898387659351
00818.png,5.405726608478673,27.74107166804604,0.8436089517183313,0.6596502065658569,0.676690700813344,60.18420139664833
00825.png,6.110719459717082,32.37630959786929,1.048800291845654,0.827759861946106,0.6303431825557144,64.08265206599484
00826.png,5.616002631369399,34.50507822302513,0.9178970233420921,0.8265563249588013,0.5845405224731188,63.9584041886946
00829.png,5.534572371053404,34.00654209999832,0.91109532586099,0.8281141519546509,0.5757792228360792,64.07661435495312
00834.png,5.675801305363924,37.93239643390265,0.9484013519774797,0.8307703137397766,0.5785231566189137,63.63206902592384
00857.png,6.530131251407834,37.38279862199325,0.8976980566937169,0.821211576461792,0.5348290810476295,62.28197367362947
00867.png,4.979057314038457,26.17557498721773,0.8345315338414282,0.62945157289505,0.6699015074269968,60.27462964123981
00871.png,5.013264377556805,27.85885941988802,0.8418026244321943,0.6261114478111267,0.6759228818828689,60.37585398657566
00878.png,5.051556484631144,30.44496400611,0.838421284581499,0.6299559473991394,0.6681482276637772,60.43194889343
00896.png,4.639165321640931,24.67405768659371,0.901907296213893,0.7397916316986084,0.6035326520175978,60.44240676818627
00910.png,4.703334874263428,24.69191927085956,0.9178490701323794,0.735074520111084,0.6095773553770308,60.41000841243311
00916.png,4.965942028922179,24.54754716748914,0.9214426531653734,0.7495008707046509,0.600874208945493,60.45860536872929
00922.png,5.00204469915059,23.69113284312561,0.89965008564909,0.7526289224624634,0.588645029982159,60.5422046458565
00926.png,4.723241598195616,21.71099700498623,0.904361165625586,0.7310101985931396,0.6023122813996229,60.62303563438568
00950.png,5.454241925249621,25.27377841410977,0.8942098084059377,0.7958530187606812,0.5276486748898901,60.60582944228621
00958.png,5.526493183361625,30.25630261046862,0.8901406823479759,0.7738484740257263,0.5858117236007345,61.12915767177278
